Cell#,name,mchan,ap,rl,dp,dchan,ref,r,g,b,ap_atlas,rl_atlas,dp_atlas,expname,period,cth0001,cth0002,cth0003,cth0004,cth0005,cth0006,cth0007,cth0008,cth0009,cth0010,cth0011,cth0012,cth0013,cth0014,cth0015,cth0016,cth0017,cth0018,cth0019,cth0020,cth0021,cth0022,cth0023,cth0024,cth0025,cth0026,cth0027,cth0028,cth0029,cth0030,cth0031,cth0032,cth0033,cth0034,cth0035,cth0036,cth0037,cth0038,cth0039,cth0040,cth0041,cth0042,cth0043,cth0044,cth0045,cth0046,cth0047,cth0048,cth0049,cth0050,cth0051,cth0052,cth0053,cth0054,cth0055,cth0056,cth0057,cth0058,cth0059,cth0060,cth0061,cth0062,cth0063,cth0064,cth0065,cth0066,cth0067,cth0068,cth0069,cth0070,cth0071,cth0072,cth0073,cth0074,cth0075,cth0076,cth0077,cth0078,cth0079,cth0080,cth0081,cth0082,cth0083,cth0084,cth0085,cth0086,cth0087,cth0088,cth0089,cth0090,cth0091,cth0092,cth0093,cth0094,cth0095,cth0096,cth0097,cth0098,cth0099,cth0100,normcth0001,normcth0002,normcth0003,normcth0004,normcth0005,normcth0006,normcth0007,normcth0008,normcth0009,normcth0010,normcth0011,normcth0012,normcth0013,normcth0014,normcth0015,normcth0016,normcth0017,normcth0018,normcth0019,normcth0020,normcth0021,normcth0022,normcth0023,normcth0024,normcth0025,normcth0026,normcth0027,normcth0028,normcth0029,normcth0030,normcth0031,normcth0032,normcth0033,normcth0034,normcth0035,normcth0036,normcth0037,normcth0038,normcth0039,normcth0040,normcth0041,normcth0042,normcth0043,normcth0044,normcth0045,normcth0046,normcth0047,normcth0048,normcth0049,normcth0050,normcth0051,normcth0052,normcth0053,normcth0054,normcth0055,normcth0056,normcth0057,normcth0058,normcth0059,normcth0060,normcth0061,normcth0062,normcth0063,normcth0064,normcth0065,normcth0066,normcth0067,normcth0068,normcth0069,normcth0070,normcth0071,normcth0072,normcth0073,normcth0074,normcth0075,normcth0076,normcth0077,normcth0078,normcth0079,normcth0080,normcth0081,normcth0082,normcth0083,normcth0084,normcth0085,normcth0086,normcth0087,normcth0088,normcth0089,normcth0090,normcth0091,normcth0092,normcth0093,normcth0094,normcth0095,normcth0096,normcth0097,normcth0098,normcth0099,normcth0100,,,,,,,,,,,,,,,,,,,,,,,,,,
371,A3f,975,2.290193,0.2,2.375255,2003-12-11_001_27,2003-12-11_001_26,0,1,1,0.2,-2.863542,-2.29,2003-12-11-FINAL-NO-Gasps-3,CONTROL,115.26512,115.223752,118.414209,116.758913,104.405818,128.340643,120.339127,117.520446,122.6942,129.69662,118.802917,121.343562,113.656967,125.197198,116.43106,118.490946,128.143242,118.613969,116.09236,136.961501,126.420332,123.550965,109.372574,121.291396,123.357723,130.04208,131.05637,114.745319,134.454397,118.963618,124.503356,126.131603,134.143938,130.886623,133.040365,131.043568,133.682634,128.712266,133.314359,130.550785,131.957838,138.601172,126.800689,132.915305,127.327356,143.381488,129.692941,131.882542,135.819842,132.986001,129.237646,134.196842,128.370565,126.563354,129.961183,133.11464,122.726248,124.532113,120.93038,128.121692,127.274464,123.374755,121.164547,127.555855,122.216325,124.103561,129.801104,119.195238,121.363905,118.204172,125.01689,121.613535,118.448933,121.819639,118.222531,121.625885,118.026678,117.896464,122.378995,117.570787,123.978749,119.156426,123.463092,119.193969,117.467702,115.571207,117.243656,116.349775,123.886925,114.74221,119.80057,111.40638,116.5048,117.256937,115.979544,108.897341,118.063007,119.899675,120.4669,120.379543,0.803905,0.803617,0.825868,0.814323,0.728168,0.895099,0.839293,0.819635,0.855719,0.904556,0.828579,0.846299,0.792689,0.873175,0.812037,0.826403,0.893722,0.827261,0.809675,0.955224,0.881706,0.861694,0.762808,0.845935,0.860346,0.906966,0.91404,0.80028,0.937739,0.8297,0.868336,0.879692,0.935574,0.912856,0.927877,0.91395,0.932356,0.897691,0.929788,0.910514,0.920327,0.96666,0.884359,0.927005,0.888032,1,0.904531,0.919802,0.947262,0.927498,0.901355,0.935943,0.895308,0.882704,0.906401,0.928395,0.855942,0.868537,0.843417,0.893572,0.887663,0.860465,0.84505,0.889626,0.852386,0.865548,0.905285,0.831315,0.846441,0.824403,0.871918,0.848182,0.82611,0.849619,0.824531,0.848268,0.823165,0.822257,0.85352,0.819986,0.864678,0.831045,0.861081,0.831307,0.819267,0.80604,0.817704,0.81147,0.864037,0.800258,0.835537,0.776993,0.812551,0.817797,0.808888,0.759494,0.823419,0.836228,0.840184,0.839575,5,,,,,,,,,,,,,,,,,,,,,,,,,
373,D3c,763,-1.742729,2.886198,3.402449,2013-08-01_003_3,2013-08-01_003_1,0,1,1,2.89,-1.700594,1.74,2013-08-01_003-new-v4f,CONTROL,120.264043,108.899657,125.60382,120.423251,105.317843,132.916241,120.966688,112.118863,121.436725,129.688151,111.509679,122.762651,127.58309,116.944054,127.824659,121.846166,129.933037,117.11986,129.773766,124.150402,110.89765,143.37869,113.994814,123.255,131.583264,118.268003,143.524071,113.385036,131.232981,117.925576,137.412621,130.984061,122.571683,117.608705,139.925038,124.033236,120.382243,134.482283,112.124242,134.612016,118.796883,127.975183,127.034284,125.336175,123.975897,140.500632,107.77626,138.274361,121.6929,135.453993,135.74364,129.502451,140.673403,129.022134,130.891282,135.718743,122.218655,135.489304,122.395287,128.016128,124.173881,125.92241,117.441281,129.548704,116.454794,132.003743,116.801603,123.946199,120.150268,122.216414,124.388712,113.084593,131.205539,114.583232,120.032516,120.640647,120.536828,128.207826,117.749991,109.636095,124.03536,118.538862,122.928758,118.798947,120.36109,123.190329,121.325793,115.756998,121.952728,122.987644,119.738385,127.769777,107.890962,124.324077,117.745537,119.933653,107.27248,122.927604,117.436529,118.567109,0.837936,0.758755,0.875141,0.839046,0.733799,0.92609,0.842832,0.781185,0.846107,0.903599,0.776941,0.855345,0.888932,0.814804,0.890615,0.84896,0.905305,0.816029,0.904195,0.865014,0.772676,0.998987,0.794256,0.858776,0.916803,0.824029,1,0.790007,0.914362,0.821643,0.957419,0.912628,0.854015,0.819435,0.974924,0.864198,0.83876,0.937002,0.781223,0.937906,0.827714,0.891664,0.885108,0.873276,0.863799,0.978934,0.750928,0.963423,0.847892,0.943772,0.94579,0.902305,0.980138,0.898958,0.911981,0.945617,0.851555,0.944018,0.852786,0.891949,0.865178,0.877361,0.818269,0.902627,0.811396,0.919732,0.813812,0.863592,0.837144,0.851539,0.866675,0.787914,0.914171,0.798356,0.836323,0.84056,0.839837,0.893284,0.82042,0.763886,0.864213,0.825916,0.856503,0.827728,0.838613,0.858325,0.845334,0.806534,0.849702,0.856913,0.834274,0.890232,0.751727,0.866225,0.820389,0.835634,0.747418,0.856495,0.818236,0.826113,5,,,,,,,,,,,,,,,,,,,,,,,,,
374,Z17,817,1.216298,3.843244,4.784389,2013-11-19_001_41,2013-11-19_001_56,0,1,1,3.84,-2.957126,-1.22,2013-11-19_001-v5f,CONTROL,110.901618,117.172853,118.040586,124.449675,117.858947,125.708886,132.725242,117.145517,126.155055,117.004483,130.405389,120.267725,118.296506,129.622394,115.771304,121.030941,123.858297,118.414986,120.004504,127.931423,132.822191,104.346253,134.32933,119.511262,139.258624,120.839314,111.086451,121.300669,126.202689,117.44238,120.272015,143.761796,107.255357,135.187009,133.063137,124.201134,125.626289,130.053296,122.757204,123.431859,136.454412,112.775442,132.497265,134.343795,119.28575,130.205466,118.261755,128.196377,133.173947,140.118041,129.748823,132.646493,138.199812,143.831956,141.488568,132.080758,137.22513,123.965322,126.702709,126.604397,125.758872,124.853482,122.461424,120.359739,120.985602,123.564053,119.339949,121.394717,129.051512,119.16404,115.134949,120.135623,129.227399,116.331697,126.457015,117.304958,121.49602,115.586769,123.209565,116.501923,114.766693,124.066457,114.40058,123.82767,117.790405,112.523312,114.496303,118.317691,122.877227,117.006282,124.228142,124.227166,114.265645,116.727194,121.523436,118.098068,114.27449,121.185379,114.882757,126.234335,0.77105,0.814651,0.820684,0.865244,0.819421,0.873998,0.92278,0.814461,0.8771,0.81348,0.906651,0.836168,0.822463,0.901207,0.804907,0.841475,0.861132,0.823287,0.834338,0.889451,0.923454,0.725473,0.933932,0.830909,0.968204,0.840142,0.772335,0.84335,0.877431,0.816525,0.836198,0.999512,0.745699,0.939896,0.925129,0.863516,0.873424,0.904203,0.853477,0.858167,0.948707,0.784078,0.921195,0.934033,0.829341,0.905261,0.822222,0.891293,0.9259,0.974179,0.902086,0.922232,0.960842,1,0.983707,0.918299,0.954066,0.861876,0.880908,0.880224,0.874346,0.868051,0.85142,0.836808,0.841159,0.859086,0.829718,0.844004,0.897238,0.828495,0.800482,0.83525,0.898461,0.808803,0.8792,0.81557,0.844708,0.803624,0.856622,0.809986,0.797922,0.862579,0.795377,0.860919,0.818945,0.782325,0.796042,0.822611,0.854311,0.813493,0.863703,0.863697,0.794439,0.811553,0.844899,0.821084,0.7945,0.842548,0.798729,0.877652,5,,,,,,,,,,,,,,,,,,,,,,,,,
396,T15,415,6.170878,4.1,4.706152,2013-05-09_001_79,2013-05-09_001_79,0,1,1,4.1,-1.591916,-6.17,2013-05-09_001-v6f,CONTROL,129.392545,122.650971,124.422729,130.733199,130.393786,128.933766,123.867158,131.647033,129.149108,136.071115,125.082571,138.557405,127.664454,121.048882,140.925829,126.291532,121.618182,141.415115,127.062066,126.68457,126.336686,121.913792,136.048426,124.692205,121.638398,132.635559,126.204513,124.848277,135.421795,123.230578,130.887485,128.80198,120.707499,134.36506,124.075418,131.016069,126.735392,128.099185,121.496413,128.003658,126.846629,121.589699,122.707414,128.220366,109.648848,131.440811,118.482806,111.694588,126.921648,113.623972,122.784897,127.002491,111.376118,116.667465,113.491201,117.478971,112.271795,117.491382,119.705459,108.135821,128.257877,97.731768,132.069187,114.04253,113.154617,126.367613,109.629178,127.218056,111.509224,124.093951,122.088531,113.879697,123.010362,119.167284,115.752855,130.776664,110.389128,123.246622,118.535788,122.921207,125.843952,118.111242,126.290753,118.129085,125.252774,116.469461,123.545001,122.429784,120.405675,128.0688,122.126668,120.008096,123.927675,123.826516,121.422752,121.441374,129.011649,123.117149,121.572379,124.163639,0.914984,0.867312,0.87984,0.924464,0.922064,0.91174,0.875912,0.930926,0.913262,0.962211,0.884506,0.979792,0.902764,0.855983,0.99654,0.893055,0.860008,1,0.898504,0.895835,0.893375,0.862099,0.96205,0.881746,0.860151,0.937916,0.89244,0.88285,0.957619,0.87141,0.925555,0.910808,0.853569,0.950146,0.877384,0.926464,0.896194,0.905838,0.859147,0.905162,0.896981,0.859807,0.867711,0.906695,0.775369,0.929468,0.837837,0.789835,0.897511,0.803478,0.868259,0.898083,0.787583,0.825,0.802539,0.830738,0.793917,0.830826,0.846483,0.764669,0.90696,0.691098,0.933911,0.806438,0.800159,0.893593,0.77523,0.899607,0.788524,0.877515,0.863334,0.805287,0.869853,0.842677,0.818532,0.924771,0.780603,0.871524,0.838212,0.869223,0.88989,0.835209,0.89305,0.835336,0.88571,0.8236,0.873634,0.865748,0.851434,0.905623,0.863604,0.848623,0.87634,0.875624,0.858626,0.858758,0.91229,0.870608,0.859684,0.878008,5,,,,,,,,,,,,,,,,,,,,,,,,,
403,T6f,466,6.632895,2.1,5.52797,2014-03-18_001_70,2014-03-18_001_79,0,1,1,2.1,-2.411916,-6.63,2014-03-18_001-v6f,CONTROL,130.620763,127.269415,130.351195,106.890187,119.585587,122.210352,135.101577,120.442273,129.766139,136.520324,134.605938,123.289748,123.550299,111.467588,123.583556,124.794833,117.815666,140.78381,138.070416,131.551791,116.829465,118.817843,130.364841,119.823839,121.057372,125.758953,119.91269,128.316138,130.364515,135.895997,118.842044,120.466684,118.750784,110.144523,133.442004,130.569036,139.173984,125.173517,120.940682,120.79166,126.778002,113.26548,114.32087,131.318243,130.392834,111.87478,123.675985,120.90796,126.369895,121.400956,118.919564,125.189265,117.729068,116.53708,109.933418,115.448399,111.086295,118.41003,108.757995,113.050211,116.328575,113.172315,117.404512,118.052051,115.907116,119.439674,121.939201,116.838103,117.4006,122.311334,120.536222,129.003571,110.846909,127.860004,124.565457,124.175226,128.931109,125.944399,133.193362,120.206763,116.331875,134.459398,121.852018,138.23414,128.365579,123.512645,131.68683,118.12875,123.2479,123.396165,125.259978,122.595156,126.963639,131.814219,131.93529,129.666392,122.10947,122.058453,136.564404,126.046185,0.927811,0.904006,0.925896,0.759251,0.849427,0.868071,0.959639,0.855512,0.92174,0.969716,0.956118,0.875738,0.877589,0.791764,0.877825,0.886429,0.836855,1,0.980727,0.934424,0.82985,0.843974,0.925993,0.851119,0.859881,0.893277,0.851751,0.911441,0.925991,0.965281,0.844146,0.855686,0.843497,0.782366,0.94785,0.927444,0.988565,0.889119,0.859052,0.857994,0.900515,0.804535,0.812031,0.932765,0.926192,0.794657,0.878482,0.85882,0.897617,0.862322,0.844696,0.889231,0.83624,0.827773,0.780867,0.82004,0.789056,0.841077,0.772518,0.803006,0.826292,0.803873,0.833935,0.838534,0.823299,0.848391,0.866145,0.829911,0.833907,0.868788,0.85618,0.916324,0.787356,0.908201,0.8848,0.882028,0.915809,0.894594,0.946084,0.853839,0.826316,0.955077,0.865526,0.981889,0.911792,0.877321,0.935383,0.839079,0.875441,0.876494,0.889733,0.870804,0.901834,0.936288,0.937148,0.921032,0.867354,0.866992,0.970029,0.895317,5,,,,,,,,,,,,,,,,,,,,,,,,,
406,T2d,442,7.175792,1.3,3.501852,2013-12-17_002_66,2013-12-17_002_79,0,1,1,1.3,-0.381916,-7.18,2013-12-17_002-v8f,CONTROL,128.737101,127.239015,116.857353,119.890129,133.975623,114.795666,129.019017,125.317087,128.070478,122.949912,117.445143,126.987585,126.484953,121.868808,125.215795,126.357639,124.010253,129.490985,127.024999,123.131718,120.839841,123.144361,123.179719,121.569991,124.863533,121.988883,121.42421,121.769527,127.66687,122.619255,114.73831,132.223654,132.654229,124.510742,120.280404,130.827378,114.765334,127.578409,119.440706,120.623245,130.927121,114.726321,128.20807,127.199624,120.405683,125.862671,126.090703,130.664022,117.074309,120.682489,120.734339,115.994893,113.299212,111.567531,122.062432,115.977655,116.483594,124.912436,131.945087,121.408956,119.4181,123.220321,123.4617,131.471688,123.130008,117.111477,127.3269,126.528523,124.161851,122.05243,126.59421,122.98608,124.674759,119.092229,123.41173,125.020515,125.221142,117.429883,122.822439,126.590054,122.159144,122.356177,118.123543,127.923545,122.13755,130.929706,122.18519,119.315962,131.541045,121.69594,121.354784,129.198258,118.573654,124.842587,130.988462,116.904065,117.391572,131.614749,124.673264,123.91911,0.960899,0.949718,0.872228,0.894865,1,0.85684,0.963004,0.935372,0.955924,0.917704,0.876616,0.947841,0.944089,0.909634,0.934616,0.943139,0.925618,0.966526,0.94812,0.919061,0.901954,0.919155,0.919419,0.907404,0.931987,0.91053,0.906316,0.908893,0.952911,0.915236,0.856412,0.986923,0.990137,0.929354,0.897778,0.976501,0.856614,0.952251,0.891511,0.900337,0.977246,0.856322,0.956951,0.949424,0.898713,0.939445,0.941147,0.975282,0.873848,0.900779,0.901166,0.865791,0.84567,0.832745,0.911079,0.865662,0.869439,0.932352,0.984844,0.906202,0.891342,0.919722,0.921524,0.981311,0.919048,0.874125,0.950374,0.944415,0.92675,0.911005,0.944905,0.917974,0.930578,0.88891,0.921151,0.933159,0.934656,0.876502,0.916752,0.944874,0.911801,0.913272,0.881679,0.954827,0.91164,0.977265,0.911996,0.89058,0.981828,0.908344,0.905797,0.964342,0.885039,0.931831,0.977704,0.872577,0.876216,0.982378,0.930567,0.924938,5,,,,,,,,,,,,,,,,,,,,,,,,,
407,A14,914,3.532258,-0.65,4.41673,2014-01-14_001_94,2014-01-14_001_81,0,1,1,-0.65,-2.445784,-3.53,2014-01-14_001-v9f,CONTROL,125.369565,124.6944,124.701426,122.361403,120.949188,122.765276,120.331785,120.633182,123.194975,118.329205,121.022716,122.698396,124.435904,120.492012,123.840459,122.399295,123.207083,124.530391,119.915925,121.979208,122.160056,123.251655,120.652593,123.705017,121.994503,122.441113,121.39927,124.605307,120.831338,122.299495,122.239051,124.684381,124.112639,123.589024,121.908105,124.03973,124.42384,123.914944,123.456535,123.985309,123.743016,125.080358,123.557906,123.25178,125.495587,123.676962,126.182282,125.560721,125.980485,124.802419,126.17764,124.488454,127.258585,126.148552,126.342672,124.019999,123.896036,124.210543,122.269247,123.38053,123.529225,123.810191,123.432631,120.662823,122.526952,122.209925,123.846589,120.807137,121.64186,121.53591,121.708339,121.899262,121.910756,121.448523,122.327938,124.109834,123.029211,121.652009,123.266771,121.792866,124.860577,121.594027,125.384706,123.96543,125.410892,124.021497,126.723006,125.35941,124.190263,124.537324,125.427314,124.876954,124.455927,127.27511,124.147169,126.539748,125.414258,126.116737,123.27117,123.569609,0.985028,0.979723,0.979779,0.961393,0.950297,0.964566,0.945446,0.947814,0.967942,0.929712,0.950875,0.964041,0.977692,0.946705,0.973014,0.961691,0.968038,0.978435,0.942179,0.95839,0.959811,0.968388,0.947967,0.97195,0.95851,0.962019,0.953834,0.979023,0.949371,0.960907,0.960432,0.979645,0.975152,0.971038,0.957831,0.97458,0.977598,0.973599,0.969997,0.974152,0.972248,0.982756,0.970794,0.968389,0.986018,0.971729,0.991414,0.98653,0.989828,0.980572,0.991377,0.978105,0.99987,0.991149,0.992674,0.974425,0.973451,0.975922,0.960669,0.9694,0.970569,0.972776,0.96981,0.948047,0.962694,0.960203,0.973062,0.949181,0.95574,0.954907,0.956262,0.957762,0.957852,0.954221,0.96113,0.97513,0.96664,0.955819,0.968507,0.956926,0.981029,0.955364,0.985147,0.973996,0.985353,0.974436,0.995662,0.984948,0.975762,0.978489,0.985482,0.981158,0.97785,1,0.975424,0.994222,0.985379,0.990899,0.968541,0.970886,5,,,,,,,,,,,,,,,,,,,,,,,,,
423,T13,413,6.666189,3.7,3.858236,2014-03-18_001_77,2014-03-18_001_79,0,1,1,3.7,-0.741916,-6.67,2014-03-18_001-v6f,CONTROL,121.612688,128.859496,124.372041,112.037784,120.643261,120.80312,120.204556,123.953112,116.240103,117.456088,116.550134,123.753045,130.764454,112.042254,121.700696,130.018944,128.086072,117.080283,122.73732,122.755997,127.678493,134.95431,109.977608,124.980667,115.94723,120.375744,126.768681,128.493614,117.577978,111.451294,115.596069,116.497701,133.796003,132.359955,110.458997,117.90904,126.953594,109.393752,115.840085,108.353485,118.125138,109.433617,112.546165,118.537332,117.955277,120.327038,123.510068,112.52537,126.986757,132.813901,129.053258,120.535331,127.624073,128.994099,140.298546,128.734334,137.255991,143.790126,136.202385,125.849879,140.943609,145.027805,129.886922,129.112617,137.266134,120.699489,119.669242,136.712059,117.911318,126.420364,117.788248,119.72311,121.730553,117.233471,117.707371,126.90903,126.298204,139.942532,127.895447,120.786154,124.860927,126.088384,123.244815,127.753563,121.566799,131.062073,127.206319,123.215798,122.400788,127.135056,124.719633,121.626904,114.190413,120.99332,135.157879,122.786402,114.633393,116.363565,114.665389,119.889818,0.838547,0.888516,0.857574,0.772526,0.831863,0.832965,0.828838,0.854685,0.801502,0.809887,0.80364,0.853306,0.901651,0.772557,0.839154,0.89651,0.883183,0.807295,0.846302,0.846431,0.880373,0.930541,0.758321,0.86177,0.799483,0.830018,0.874099,0.885993,0.810727,0.768482,0.797061,0.803278,0.922554,0.912652,0.76164,0.81301,0.875374,0.754295,0.798744,0.747122,0.8145,0.75457,0.776032,0.817342,0.813329,0.829683,0.85163,0.775888,0.875603,0.915782,0.889852,0.831119,0.879997,0.889444,0.967391,0.887653,0.946412,0.991466,0.939147,0.867764,0.971839,1,0.8956,0.890261,0.946481,0.832251,0.825147,0.942661,0.813026,0.871697,0.812177,0.825518,0.83936,0.808352,0.811619,0.875067,0.870855,0.964936,0.881868,0.832848,0.860945,0.869408,0.849801,0.88089,0.838231,0.903703,0.877117,0.849601,0.843982,0.876625,0.85997,0.838645,0.787369,0.834277,0.931945,0.84664,0.790424,0.802353,0.790644,0.826668,5,,,,,,,,,,,,,,,,,,,,,,,,,
426,T16,416,6.975034,4.1,4.251089,2013-11-19_001_80,2013-11-19_001_79,0,1,1,4.1,-1.131916,-6.98,2013-11-19_001-v5f,CONTROL,112.803946,130.768392,113.661093,124.855896,118.066659,130.616949,114.347462,130.735719,110.819957,122.456071,121.956867,111.139816,124.814646,115.650231,124.389944,117.49399,120.531602,125.366651,123.693656,114.176579,130.564864,112.871583,125.024023,118.722291,124.979837,119.859821,121.880916,125.091857,113.782674,130.764687,105.871405,132.059154,113.972662,128.142798,120.991234,127.158632,109.490865,142.024601,109.017177,125.795804,124.19671,117.444894,118.751694,121.920686,119.155179,120.308648,122.157656,111.3904,130.57479,116.129692,120.720069,125.700347,126.203716,132.027162,134.734034,134.624795,136.076214,135.188452,130.118357,130.235824,130.182637,129.251793,128.764279,130.022222,123.670736,127.953893,133.336529,127.753547,124.621939,126.748784,122.08338,126.048952,133.474686,120.686865,125.605534,123.079245,124.673932,123.482831,127.883987,122.74231,124.682356,123.959252,123.153809,129.152322,121.149515,125.287435,124.161734,122.027393,125.099138,122.655551,121.899852,123.765736,125.293182,123.380276,119.594947,119.251697,120.747333,118.364169,119.956311,127.636931,0.794256,0.920745,0.800292,0.879115,0.831311,0.919678,0.805124,0.920515,0.780287,0.862217,0.858702,0.782539,0.878824,0.814297,0.875834,0.827279,0.848667,0.882711,0.870931,0.803921,0.919312,0.794733,0.880298,0.835928,0.879987,0.843937,0.858168,0.880776,0.801148,0.920719,0.745444,0.929833,0.802485,0.902258,0.851903,0.895328,0.770929,1,0.767594,0.885732,0.874473,0.826933,0.836135,0.858448,0.838976,0.847097,0.860116,0.784304,0.919381,0.817673,0.849994,0.88506,0.888605,0.929608,0.948667,0.947898,0.958117,0.951866,0.916168,0.916995,0.91662,0.910066,0.906634,0.915491,0.87077,0.900928,0.938827,0.899517,0.877467,0.892442,0.859593,0.887515,0.9398,0.84976,0.884393,0.866605,0.877833,0.869447,0.900435,0.864233,0.877893,0.872801,0.86713,0.909366,0.853018,0.882153,0.874227,0.859199,0.880827,0.863622,0.858301,0.871439,0.882194,0.868725,0.842072,0.839655,0.850186,0.833406,0.844616,0.898696,5,,,,,,,,,,,,,,,,,,,,,,,,,
428,T7,407,5.364,2.053592,5.279292,2006-01-26_001_7,2006-01-26_001_1,0,1,1,2.05,-4.664842,-5.36,2006-01-26-RECUT-FINAL-v9,CONTROL,120.800497,130.214459,130.388069,121.045428,128.580996,117.880324,127.68886,121.846538,122.934174,130.62257,120.434386,120.15587,120.372747,131.876806,121.686066,111.375015,128.137029,120.427581,123.98354,127.975615,113.317238,119.980786,123.146146,118.195018,123.477556,124.983804,115.384713,119.017154,118.970204,126.875072,113.111449,116.880437,119.318855,117.886959,113.678543,124.510757,115.357099,115.304486,117.580201,115.92442,117.090774,114.885429,119.532953,115.907532,112.237232,115.34538,116.239245,115.205071,111.024025,119.709771,114.299129,124.851377,128.842797,127.845047,128.720617,133.655339,128.616848,128.844378,128.740984,132.283031,128.881816,126.272561,130.911168,129.353024,129.693706,126.553596,130.410371,126.939787,126.921438,126.216252,127.425878,124.083914,124.040749,124.681295,125.799984,125.167109,123.209389,127.239802,123.165293,125.6145,123.711188,124.975529,123.238701,128.376346,122.888685,127.454169,125.785306,125.417207,127.320235,127.071297,126.638709,127.045946,125.686594,131.188239,126.803505,125.252368,129.845871,128.055809,124.215762,128.601825,0.903821,0.974256,0.975555,0.905654,0.962034,0.881972,0.955359,0.911647,0.919785,0.977309,0.901082,0.898998,0.900621,0.986693,0.910447,0.8333,0.958712,0.901031,0.927636,0.957505,0.847832,0.897688,0.921371,0.884327,0.923851,0.93512,0.8633,0.890478,0.890127,0.949271,0.846292,0.874491,0.892735,0.882022,0.850535,0.931581,0.863094,0.8627,0.879727,0.867338,0.876065,0.859565,0.894337,0.867212,0.839751,0.863006,0.869694,0.861956,0.830674,0.89566,0.855178,0.934129,0.963993,0.956528,0.963079,1,0.962302,0.964005,0.963231,0.989732,0.964285,0.944763,0.979468,0.96781,0.970359,0.946865,0.975721,0.949755,0.949617,0.944341,0.953392,0.928387,0.928064,0.932857,0.941227,0.936492,0.921844,0.951999,0.921514,0.939839,0.925599,0.935058,0.922063,0.960503,0.919445,0.953603,0.941117,0.938363,0.952601,0.950739,0.947502,0.950549,0.940378,0.981541,0.948735,0.93713,0.971498,0.958105,0.929374,0.96219,5,,,,,,,,,,,,,,,,,,,,,,,,,
432,A56,128,10.452,0,3.84924,k08_34_info_curr.xls_76,k08_34_info_curr.xls_49,0,1,1,0,-3.65961,-10.45,k08m34ALLf-cthc-all-cells,CONTROL,122.53915,123.834835,120.70299,121.760737,121.237879,123.83195,119.779882,124.970457,119.006239,126.317656,124.699743,117.367027,122.272632,124.724758,122.223115,118.727953,125.124714,118.662744,122.807001,115.61163,116.251253,121.432157,117.196943,114.610275,123.756499,114.359059,121.620927,119.562707,113.82522,126.885404,113.268509,120.494485,115.53439,126.515037,125.842063,131.035205,120.174423,121.105666,125.087903,125.576975,117.016902,128.789325,118.981612,116.489738,131.87697,116.92735,132.708302,134.073937,125.337298,124.730377,123.680667,130.980798,127.067156,126.251884,123.563397,135.904295,132.447138,136.647171,135.560435,132.406256,129.943247,132.206806,133.767719,133.034312,133.790987,135.477734,136.743223,130.13793,134.919276,125.759839,121.626084,126.839804,135.260205,120.580592,125.327894,122.706186,128.845047,122.058905,134.074045,118.937223,115.568738,118.693536,115.435445,119.716192,114.035338,122.970563,119.378215,123.147195,121.025515,115.603592,108.349433,110.5934,121.129538,115.024022,118.703341,115.335178,124.822829,116.981128,121.869569,125.160328,0.896126,0.905601,0.882698,0.890433,0.88661,0.90558,0.875947,0.913906,0.87029,0.923758,0.911926,0.858302,0.894177,0.912109,0.893815,0.868255,0.915034,0.867778,0.898085,0.845465,0.850143,0.888031,0.857059,0.838142,0.905028,0.836305,0.889411,0.874359,0.832401,0.92791,0.82833,0.881173,0.8449,0.925202,0.92028,0.958257,0.878833,0.885643,0.914765,0.918341,0.855742,0.941833,0.87011,0.851887,0.964413,0.855087,0.970493,0.98048,0.916589,0.91215,0.904474,0.95786,0.929239,0.923277,0.903616,0.993865,0.968583,0.999298,0.99135,0.968284,0.950272,0.966825,0.97824,0.972877,0.97841,0.990746,1,0.951696,0.986662,0.919679,0.889449,0.927577,0.989155,0.881803,0.91652,0.897347,0.942241,0.892614,0.98048,0.869785,0.845151,0.868003,0.844177,0.875482,0.833938,0.899281,0.87301,0.900573,0.885057,0.845406,0.792357,0.808767,0.885817,0.841168,0.868075,0.843443,0.912826,0.85548,0.891229,0.915295,5,,,,,,,,,,,,,,,,,,,,,,,,,
