Cell#,name,mchan,ap,rl,dp,dchan,ref,r,g,b,ap_atlas,rl_atlas,dp_atlas,expname,period,cth0001,cth0002,cth0003,cth0004,cth0005,cth0006,cth0007,cth0008,cth0009,cth0010,cth0011,cth0012,cth0013,cth0014,cth0015,cth0016,cth0017,cth0018,cth0019,cth0020,cth0021,cth0022,cth0023,cth0024,cth0025,cth0026,cth0027,cth0028,cth0029,cth0030,cth0031,cth0032,cth0033,cth0034,cth0035,cth0036,cth0037,cth0038,cth0039,cth0040,cth0041,cth0042,cth0043,cth0044,cth0045,cth0046,cth0047,cth0048,cth0049,cth0050,cth0051,cth0052,cth0053,cth0054,cth0055,cth0056,cth0057,cth0058,cth0059,cth0060,cth0061,cth0062,cth0063,cth0064,cth0065,cth0066,cth0067,cth0068,cth0069,cth0070,cth0071,cth0072,cth0073,cth0074,cth0075,cth0076,cth0077,cth0078,cth0079,cth0080,cth0081,cth0082,cth0083,cth0084,cth0085,cth0086,cth0087,cth0088,cth0089,cth0090,cth0091,cth0092,cth0093,cth0094,cth0095,cth0096,cth0097,cth0098,cth0099,cth0100,normcth0001,normcth0002,normcth0003,normcth0004,normcth0005,normcth0006,normcth0007,normcth0008,normcth0009,normcth0010,normcth0011,normcth0012,normcth0013,normcth0014,normcth0015,normcth0016,normcth0017,normcth0018,normcth0019,normcth0020,normcth0021,normcth0022,normcth0023,normcth0024,normcth0025,normcth0026,normcth0027,normcth0028,normcth0029,normcth0030,normcth0031,normcth0032,normcth0033,normcth0034,normcth0035,normcth0036,normcth0037,normcth0038,normcth0039,normcth0040,normcth0041,normcth0042,normcth0043,normcth0044,normcth0045,normcth0046,normcth0047,normcth0048,normcth0049,normcth0050,normcth0051,normcth0052,normcth0053,normcth0054,normcth0055,normcth0056,normcth0057,normcth0058,normcth0059,normcth0060,normcth0061,normcth0062,normcth0063,normcth0064,normcth0065,normcth0066,normcth0067,normcth0068,normcth0069,normcth0070,normcth0071,normcth0072,normcth0073,normcth0074,normcth0075,normcth0076,normcth0077,normcth0078,normcth0079,normcth0080,normcth0081,normcth0082,normcth0083,normcth0084,normcth0085,normcth0086,normcth0087,normcth0088,normcth0089,normcth0090,normcth0091,normcth0092,normcth0093,normcth0094,normcth0095,normcth0096,normcth0097,normcth0098,normcth0099,normcth0100,,,,,,,,,,,,,,,,,,,,,,,,,,
38,W13,358,-0.168678,-3.4,2.91704,k17_1_info_orig.xls_34,k17_1_info_orig.xls_26,0,1,0,-3.4,-1.324471,0.17,k17m1-FINAL,CONTROL,6.318415,24.540678,6.773657,0,0,0,0,0,0,0,0,0,0,0,0,0,3.871308,0,0,2.317518,2.838959,0,3.624203,2.317518,4.619376,4.424352,5.531434,0,6.430121,0,14.325835,23.260852,15.107349,24.131173,33.385925,22.369585,24.347952,33.007428,50.199965,25.062433,48.656234,40.61422,36.054887,34.620581,51.523297,37.005552,40.582063,36.169055,57.629385,28.699065,58.464288,85.367836,183.747905,244.459718,368.960168,434.4791,499.500679,501.158892,483.749065,486.039089,470.407459,416.781736,401.424193,379.252419,358.956646,329.395158,330.991814,326.737006,287.369824,313.555805,287.349077,281.590381,262.284664,248.481112,259.575289,244.786199,243.340963,239.123433,223.69464,207.649171,196.107351,172.874535,173.853681,164.517212,160.730709,121.250238,140.974398,125.568047,129.020997,81.303005,99.369244,106.249148,81.332607,90.730493,71.38231,59.813053,54.846103,51.473502,39.360935,17.567679,0.012608,0.048968,0.013516,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007725,0,0,0.004624,0.005665,0,0.007232,0.004624,0.009217,0.008828,0.011037,0,0.012831,0,0.028585,0.046414,0.030145,0.048151,0.066617,0.044636,0.048583,0.065862,0.100168,0.050009,0.097087,0.081041,0.071943,0.069081,0.102808,0.07384,0.080976,0.072171,0.114992,0.057265,0.116658,0.170341,0.366646,0.487789,0.736214,0.866949,0.996691,1,0.965261,0.96983,0.938639,0.831636,0.800992,0.756751,0.716253,0.657267,0.660453,0.651963,0.573411,0.625661,0.573369,0.561878,0.523356,0.495813,0.51795,0.48844,0.485557,0.477141,0.446355,0.414338,0.391308,0.34495,0.346903,0.328274,0.320718,0.24194,0.281297,0.250555,0.257445,0.16223,0.198279,0.212007,0.162289,0.181041,0.142434,0.119349,0.109439,0.102709,0.07854,0.035054,19,,,,,,,,,,,,,,,,,,,,,,,,,
39,T12,412,6.657772,3.3,4.502074,2013-05-09_001_76,2013-05-09_001_79,0,1,0,3.3,-1.381916,-6.66,2013-05-09_001-v6f,CONTROL,114.4591,109.166383,100.17035,111.036736,81.156766,71.719893,81.212373,57.299255,44.265758,30.643241,26.500686,13.585564,11.983079,13.997992,6.556013,4.850242,4.062056,1.4723,2.552779,0,1.232607,0,3.416212,2.337706,4.79946,3.693106,2.162944,1.039704,5.881322,8.758642,5.762801,6.570744,3.306736,6.530041,4.241993,6.97564,10.160471,3.901236,7.864253,9.300152,3.620181,13.324656,18.207556,16.956695,20.193248,27.870017,18.267189,30.190254,26.80304,43.9858,52.424442,86.252411,127.307432,181.472473,275.936216,334.706795,381.587921,429.476909,443.194509,469.143805,430.21119,395.637065,397.927653,354.810456,307.798237,299.64054,277.06747,256.371698,229.759753,247.232932,231.871822,206.817495,198.609605,157.368654,177.92049,177.63541,180.742715,172.0521,173.608072,194.031709,203.74998,154.870945,187.169308,144.547196,177.475887,164.316421,180.686358,194.717837,172.613576,186.44246,179.195907,152.395132,154.112238,140.427455,134.11219,145.903193,153.731191,166.041967,146.875775,155.311383,0.243974,0.232693,0.213517,0.23668,0.172989,0.152874,0.173108,0.122136,0.094354,0.065317,0.056487,0.028958,0.025542,0.029837,0.013974,0.010338,0.008658,0.003138,0.005441,0,0.002627,0,0.007282,0.004983,0.01023,0.007872,0.00461,0.002216,0.012536,0.018669,0.012284,0.014006,0.007048,0.013919,0.009042,0.014869,0.021657,0.008316,0.016763,0.019824,0.007717,0.028402,0.03881,0.036144,0.043043,0.059406,0.038937,0.064352,0.057132,0.093758,0.111745,0.183851,0.271361,0.386816,0.58817,0.713442,0.813371,0.915448,0.944688,1,0.917013,0.843317,0.8482,0.756294,0.656085,0.638697,0.590581,0.546467,0.489743,0.526988,0.494245,0.44084,0.423345,0.335438,0.379245,0.378637,0.385261,0.366736,0.370053,0.413587,0.434302,0.330114,0.398959,0.308109,0.378297,0.350247,0.385141,0.415049,0.367933,0.39741,0.381964,0.324837,0.328497,0.299327,0.285866,0.310999,0.327685,0.353926,0.313072,0.331053,19,,,,,,,,,,,,,,,,,,,,,,,,,
40,Z19,819,0.789977,4.0727,4.46933,2014-01-14_001_43,2014-01-14_001_56,0,1,0,4.07,-2.596769,-0.79,2014-01-14_001-v9f,CONTROL,4.191145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.672718,4.831431,0,0,0,0,0,3.988697,0,3.827347,4.830413,4.970738,3.988697,8.349856,9.039306,17.810466,8.378129,18.238432,12.355125,23.197564,13.131955,36.331362,28.440889,47.360402,85.411272,97.720697,168.897204,211.865643,260.662822,373.124173,436.879003,476.57359,495.516714,402.924431,422.803938,354.498783,355.098535,344.982986,375.342382,320.457093,336.036715,284.434985,350.346721,303.758094,301.226159,325.646715,297.198472,304.742998,285.732616,263.783062,316.024942,265.539029,254.663319,239.473326,248.217926,197.944242,277.466952,220.642018,202.132282,171.031808,175.400456,143.930642,144.379704,106.44132,123.615464,117.418888,92.950024,72.332292,65.331189,28.118513,72.659207,52.580083,42.364063,47.352689,41.44907,46.042321,25.022878,41.620134,23.614097,0.008458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005394,0.00975,0,0,0,0,0,0.00805,0,0.007724,0.009748,0.010031,0.00805,0.016851,0.018242,0.035943,0.016908,0.036807,0.024934,0.046815,0.026502,0.07332,0.057396,0.095578,0.172368,0.19721,0.340851,0.427565,0.526042,0.753,0.881664,0.961771,1,0.81314,0.853259,0.715412,0.716623,0.696209,0.757477,0.646713,0.678154,0.574017,0.707033,0.613013,0.607903,0.657186,0.599775,0.615,0.576636,0.532339,0.637768,0.535883,0.513935,0.48328,0.500927,0.39947,0.559955,0.445277,0.407922,0.345159,0.353975,0.290466,0.291372,0.214809,0.249468,0.236963,0.187582,0.145973,0.131845,0.056746,0.146633,0.106112,0.085495,0.095562,0.083648,0.092918,0.050499,0.083993,0.047655,19,,,,,,,,,,,,,,,,,,,,,,,,,
41,Z10,810,2.612917,3.581792,4.045629,2013-08-01_003_34,2013-08-01_003_56,0,1,0,3.58,-2.227126,-2.61,2013-08-01_003-new-v4f,CONTROL,7.977192,5.603861,1.630195,8.886876,2.349272,0,0,0,1.655863,0,0,0,0,0,0,0,0,0,1.664,0,3.383382,3.211098,1.706775,5.249086,1.662203,6.752242,13.475688,9.569595,11.204351,17.850937,11.902711,8.681982,3.37125,3.379935,1.663837,0,1.77569,0,0,0,0,2.356793,0,8.868344,6.561743,8.740923,8.918859,25.295554,29.201687,74.68223,205.793745,490.005246,491.110653,426.806073,402.253296,370.916986,385.799432,366.368992,393.201287,356.991317,358.582925,360.768968,351.147627,362.841139,314.633512,350.322595,328.20911,356.127674,313.925435,312.169022,333.356361,324.216691,327.581371,309.371103,257.572858,289.919178,275.915822,233.529217,236.615032,224.107244,188.193451,173.344277,203.332728,173.354073,130.441915,135.580211,110.890314,103.542807,87.989207,100.578235,81.941776,82.0276,68.171465,66.339269,59.671452,46.110697,51.066237,31.795995,15.975545,27.618025,0.016243,0.011411,0.003319,0.018095,0.004784,0,0,0,0.003372,0,0,0,0,0,0,0,0,0,0.003388,0,0.006889,0.006538,0.003475,0.010688,0.003385,0.013749,0.027439,0.019486,0.022814,0.036348,0.024236,0.017678,0.006865,0.006882,0.003388,0,0.003616,0,0,0,0,0.004799,0,0.018058,0.013361,0.017798,0.018161,0.051507,0.059461,0.152068,0.419037,0.997749,1,0.869063,0.819069,0.755262,0.785565,0.746001,0.800637,0.726906,0.730147,0.734598,0.715007,0.738817,0.640657,0.713327,0.6683,0.725148,0.639215,0.635639,0.678781,0.66017,0.667022,0.629942,0.52447,0.590334,0.56182,0.475512,0.481796,0.456327,0.3832,0.352964,0.414026,0.352984,0.265606,0.276069,0.225795,0.210834,0.179164,0.204798,0.16685,0.167025,0.138811,0.13508,0.121503,0.093891,0.103981,0.064743,0.032529,0.056236,19,,,,,,,,,,,,,,,,,,,,,,,,,
43,T12a,422,6.940295,3.3,6.710244,2012-06-14_002_76,2012-06-14_002_79,0,1,0,3.3,-3.809934,-6.94,2012-06-14_002-FINAL-H2Af,CONTROL,1.787045,0.580695,0,0.342017,0.587766,0.496474,1.073999,0,0,1.227944,0,1.312581,0,0.700715,0.848429,1.641031,1.290932,0.393926,1.397511,1.742175,2.4116,2.904148,3.694487,4.638563,4.055418,7.917867,10.687762,19.055014,17.066147,24.088451,24.474612,26.983591,24.646907,31.19577,37.92466,38.669108,46.125061,38.548851,53.533373,52.394189,47.360187,60.279809,50.654293,44.859386,37.320319,29.77593,31.458666,55.615438,83.041934,122.741224,237.003456,316.886203,389.985557,409.970378,403.301622,404.320902,404.425217,385.946083,374.044039,354.343372,329.126531,334.044484,308.001326,312.002317,299.493091,289.674173,258.961059,281.493246,264.642202,262.605638,251.235811,242.339372,238.416986,242.167899,228.720328,213.355828,210.961089,216.418687,194.001695,184.651222,183.805797,184.087831,166.06638,165.474231,156.365106,158.113843,156.10912,148.73382,135.486006,136.921577,120.14377,119.959595,122.074159,110.727862,105.746951,101.133249,78.365413,68.068942,35.722983,2.166899,0.004359,0.001416,0,0.000834,0.001434,0.001211,0.00262,0,0,0.002995,0,0.003202,0,0.001709,0.002069,0.004003,0.003149,0.000961,0.003409,0.00425,0.005882,0.007084,0.009012,0.011314,0.009892,0.019313,0.02607,0.046479,0.041628,0.058757,0.059698,0.065818,0.060119,0.076093,0.092506,0.094322,0.112508,0.094028,0.130579,0.1278,0.115521,0.147035,0.123556,0.109421,0.091032,0.072629,0.076734,0.135657,0.202556,0.29939,0.578099,0.772949,0.951253,1,0.983734,0.98622,0.986474,0.9414,0.912368,0.864315,0.802806,0.814802,0.751277,0.761036,0.730524,0.706573,0.631658,0.686619,0.645515,0.640548,0.612815,0.591114,0.581547,0.590696,0.557895,0.520418,0.514576,0.527889,0.473209,0.450401,0.448339,0.449027,0.405069,0.403625,0.381406,0.385671,0.380781,0.362792,0.330478,0.333979,0.293055,0.292606,0.297763,0.270087,0.257938,0.246684,0.191149,0.166034,0.087136,0.005286,19,,,,,,,,,,,,,,,,,,,,,,,,,
44,Z27,827,-0.706931,3.808754,3.118001,2013-12-17_002_51,2013-12-17_002_56,0,1,0,3.81,-1.246769,0.71,2013-12-17_002-v8f,CONTROL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.855436,17.869174,0,0,0,0,0,0,0,0,28.360847,0,0,0,0,0,0,0,17.391153,19.755404,0,19.029528,0,9.804005,17.538075,37.178693,19.855436,8.71521,0,16.894025,0,17.005667,0,0,0,19.014881,16.011493,285.868698,582.577326,366.597866,467.798286,414.338875,340.471614,362.640883,248.744781,265.997197,277.085471,282.171096,264.507012,327.259143,209.667008,282.460632,236.284724,326.50251,246.004816,312.878907,229.546498,299.71925,295.167559,313.080973,246.304363,267.175201,315.275203,267.050765,312.549313,298.814227,236.124723,181.617642,245.679489,268.116783,210.704039,174.885144,206.226332,278.05749,96.481169,196.736059,204.355776,252.336151,189.980189,129.700548,122.521568,60.068877,15.50793,33.253524,0,16.186694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034082,0.030673,0,0,0,0,0,0,0,0,0.048682,0,0,0,0,0,0,0,0.029852,0.03391,0,0.032664,0,0.016829,0.030104,0.063818,0.034082,0.01496,0,0.028999,0,0.02919,0,0,0,0.032639,0.027484,0.490697,1,0.629269,0.802981,0.711217,0.584423,0.622477,0.426973,0.456587,0.47562,0.48435,0.454029,0.561744,0.359896,0.484847,0.405585,0.560445,0.42227,0.53706,0.394019,0.514471,0.506658,0.537407,0.422784,0.458609,0.541173,0.458395,0.536494,0.512918,0.405311,0.311749,0.421711,0.460225,0.361676,0.300192,0.35399,0.477289,0.165611,0.337699,0.350779,0.433138,0.326103,0.222632,0.21031,0.103109,0.02662,0.05708,0,0.027785,19,,,,,,,,,,,,,,,,,,,,,,,,,
45,Z29a,859,-1.015484,3.546077,3.960388,2004-01-08_001_69,2004-01-08_001_72,0,1,0,3.55,-2.110038,1.02,2004-01-08_001-FINAL-no-gasp,CONTROL,13.530952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.940889,0,0,0,0,0,0,14.776781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.190797,25.480964,239.151401,659.010757,521.118348,196.152756,307.876804,286.979259,430.789319,383.439119,269.662918,245.066161,271.023611,361.390382,290.969607,246.294983,233.680592,238.064315,284.793276,216.899879,249.282216,290.089253,255.529201,167.350255,295.438991,261.886841,265.523009,256.954293,247.231744,212.541882,193.47389,211.367229,239.109065,138.526627,276.500673,205.938985,226.248646,160.191608,224.831128,244.171998,243.276782,197.770069,188.46504,178.647027,226.487831,155.856175,231.062428,131.182968,152.123187,139.954359,115.062075,0.020532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021154,0,0,0,0,0,0,0.022423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023051,0.038665,0.362895,1,0.790758,0.297647,0.46718,0.43547,0.653691,0.58184,0.409194,0.37187,0.411258,0.548383,0.441525,0.373734,0.354593,0.361245,0.432153,0.329129,0.378267,0.440189,0.387747,0.253942,0.448307,0.397394,0.402911,0.389909,0.375156,0.322517,0.293582,0.320734,0.36283,0.210204,0.419569,0.312497,0.343316,0.243079,0.341165,0.370513,0.369154,0.300101,0.285982,0.271084,0.343679,0.2365,0.35062,0.19906,0.230836,0.21237,0.174598,19,,,,,,,,,,,,,,,,,,,,,,,,,
47,P1,501,-1,3.635863,0.966715,2004-01-08_001_1,2004-01-08_001_4,0,1,0,3.64,1.631735,-11.5,2004-01-08_001-FINAL-no-gasp,CONTROL,29.364166,14.366057,14.859018,0,0,0,0,0,0,13.659555,0,0,0,0,0,0,0,14.344575,0,0,0,14.380966,0,0,13.535027,0,29.052794,0,0,0,29.566229,0,41.364947,29.0712,0,58.759015,144.274718,42.69943,72.28107,58.215271,131.234467,115.390062,184.994181,85.559238,87.43573,85.88502,86.085479,87.922287,13.970173,72.072083,79.801233,186.110798,364.863083,431.751928,350.796326,369.649352,351.927242,416.467387,446.035956,390.090643,282.012847,363.330188,283.660693,212.629628,229.800152,297.105047,180.000182,311.458094,249.968701,152.114269,246.033634,222.46965,140.140322,278.651551,182.77767,151.525977,121.284755,212.934192,169.590569,174.856455,172.7314,101.268811,148.474254,192.465159,151.497884,148.68585,228.136629,123.994602,140.971638,134.050705,205.806453,188.724906,147.476041,90.052532,135.617341,106.842402,132.267668,163.904572,58.846775,155.362439,0.065834,0.032208,0.033313,0,0,0,0,0,0,0.030624,0,0,0,0,0,0,0,0.03216,0,0,0,0.032242,0,0,0.030345,0,0.065136,0,0,0,0.066287,0,0.092739,0.065177,0,0.131736,0.32346,0.095731,0.162052,0.130517,0.294224,0.258701,0.414752,0.191821,0.196028,0.192552,0.193001,0.197119,0.031321,0.161584,0.178912,0.417255,0.818013,0.967976,0.786475,0.828743,0.789011,0.933708,1,0.874572,0.632265,0.814576,0.635959,0.47671,0.515205,0.666101,0.403555,0.69828,0.560423,0.341036,0.5516,0.498771,0.314191,0.624729,0.409782,0.339717,0.271917,0.477392,0.380217,0.392023,0.387259,0.227042,0.332875,0.431501,0.339654,0.333349,0.511476,0.277992,0.316054,0.300538,0.461412,0.423116,0.330637,0.201895,0.30405,0.239538,0.29654,0.367469,0.131933,0.348318,19,,,,,,,,,,,,,,,,,,,,,,,,,
48,Z16a,846,1.891562,3.829768,3.498245,2006-09-28_002_56,2006-09-28_002_72,0,1,0,3.83,-1.61779,-1.89,2006-09-28_002_FINAL,CONTROL,134.628465,78.00162,6.654318,2.178032,0,0,2.407298,0,0,0,0,0,2.407298,0,0,0,0,0,0,0,0,2.12738,0,0,0,0,0,0,0,0,0,0,8.935194,1.886131,6.310611,6.690111,7.586476,9.57124,4.080607,7.892163,2.231155,5.720252,0,0,0,0,0,0,0,16.430244,74.178715,208.824931,411.404545,411.720125,323.900332,314.901258,443.594576,396.053976,384.712164,309.282552,361.58989,356.616049,314.356827,373.913287,334.656265,314.596464,314.700424,282.680576,314.910366,296.623737,255.866455,290.592601,282.203569,248.27617,231.404148,233.770249,233.688684,227.484059,231.781343,183.980277,214.602517,198.312729,231.479356,148.469537,174.595181,187.909931,172.883438,135.56541,165.497088,154.694254,179.579258,130.183508,137.975467,93.862877,118.097948,138.354019,111.487299,122.532899,109.334815,153.938608,0.303494,0.17584,0.015001,0.00491,0,0,0.005427,0,0,0,0,0,0.005427,0,0,0,0,0,0,0,0,0.004796,0,0,0,0,0,0,0,0,0,0,0.020143,0.004252,0.014226,0.015082,0.017102,0.021577,0.009199,0.017791,0.00503,0.012895,0,0,0,0,0,0,0,0.037039,0.167222,0.470756,0.927434,0.928145,0.730172,0.709885,1,0.892829,0.867261,0.697219,0.815136,0.803923,0.708658,0.842917,0.754419,0.709198,0.709433,0.63725,0.709906,0.668682,0.576802,0.655086,0.636175,0.559692,0.521657,0.526991,0.526807,0.51282,0.522507,0.414749,0.483781,0.447059,0.521826,0.334696,0.393592,0.423607,0.389733,0.305607,0.373082,0.348729,0.404827,0.293474,0.31104,0.211596,0.266229,0.311893,0.251327,0.276227,0.246475,0.347025,19,,,,,,,,,,,,,,,,,,,,,,,,,
68,Z30a,860,-1.115623,3.326538,3.475681,2006-09-28_001_70,2006-09-28_001_72,0,0,1,3.33,-1.59779,1.12,2006-09-28_001_FINAL,CONTROL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.982119,21.109609,32.61037,128.161707,223.165735,382.724352,594.090024,619.920297,606.832891,574.586005,547.813679,465.289151,611.0091,499.048415,480.084984,466.459906,488.655507,587.346977,393.000572,417.978998,389.384147,402.204783,305.054571,362.32148,387.625485,329.50126,289.128044,217.736656,240.231742,225.987439,193.64382,195.652686,139.949817,150.60841,99.055151,72.833777,39.841126,42.016472,33.954995,37.419629,31.400416,8.082967,8.14306,2.711018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00481,0.034052,0.052604,0.206739,0.359991,0.617377,0.958333,1,0.978889,0.926871,0.883684,0.750563,0.985625,0.80502,0.77443,0.752451,0.788255,0.947456,0.633953,0.674246,0.62812,0.648801,0.492087,0.584465,0.625283,0.531522,0.466396,0.351233,0.38752,0.364543,0.312369,0.315609,0.225755,0.242948,0.159787,0.117489,0.064268,0.067777,0.054773,0.060362,0.050652,0.013039,0.013136,0.004373,0,0,0,19,,,,,,,,,,,,,,,,,,,,,,,,,
69,A12,912,2.2,0.2,2.449931,2002-07-25_001_36,2002-07-25_001_37,0,0,1,0.2,-2.933542,-2.2,2002-07-25_001-POSTVX-v5f,CONTROL,0,0,0,0,0,9.959593,0,0,0,0,0,24.47918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.651021,13.485333,0,0,0,0,0,0,0,11.753092,16.878961,21.485714,42.869314,94.581919,452.100086,856.831035,1188.320623,1347.701928,1123.773103,1282.642593,995.619758,856.030851,340.717014,521.886705,656.157778,505.416861,293.922614,318.767729,478.318397,267.676141,199.60815,101.790232,106.861447,93.387309,43.489648,43.42787,11.767352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00739,0,0,0,0,0,0.018164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019033,0.010006,0,0,0,0,0,0,0,0.008721,0.012524,0.015942,0.031809,0.07018,0.33546,0.635772,0.881738,1,0.833844,0.951726,0.738754,0.635178,0.252813,0.387242,0.486872,0.375021,0.218092,0.236527,0.354914,0.198617,0.14811,0.075529,0.079292,0.069294,0.032269,0.032224,0.008731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,,,,,,,,,,,,,,,,,,,,,,,,,
70,W12a,359,-0.362747,-3.4,3.400079,k17_1_info_orig.xls_33,k17_1_info_orig.xls_26,1,0,1,-3.4,-1.804471,0.36,k17m1-FINAL,CONTROL,5.292868,0,0,0,0,0,0,7.109048,0,0,6.592026,0,0,6.972335,12.414286,0,0,0,0,27.784139,15.503193,7.251229,17.261482,17.77382,6.652504,19.279897,53.666507,21.39967,29.126005,50.327151,61.189289,37.251723,90.302913,52.273062,100.661905,105.587409,70.194249,136.808834,51.415703,135.181424,70.882481,126.035551,89.181775,94.1245,62.676616,102.091068,102.827945,82.984463,103.321917,147.185231,128.947844,232.421837,273.304565,456.611798,515.844809,617.435963,636.768406,580.631444,617.971296,470.719955,461.611515,443.948954,285.451032,325.625228,303.950237,320.285829,240.324496,245.085722,216.470012,258.628305,175.856181,214.183307,194.261472,160.503011,143.077498,142.697886,112.925683,144.980403,164.331306,98.394614,135.553802,71.553566,117.344006,97.264447,81.053416,91.427772,68.924695,67.957882,44.701783,46.764144,47.467566,28.663735,29.452227,18.986808,28.013397,4.006204,18.703387,20.257832,7.674117,11.753735,0.008312,0,0,0,0,0,0,0.011164,0,0,0.010352,0,0,0.01095,0.019496,0,0,0,0,0.043633,0.024347,0.011388,0.027108,0.027913,0.010447,0.030278,0.084279,0.033607,0.04574,0.079035,0.096093,0.058501,0.141814,0.082091,0.158082,0.165818,0.110235,0.214849,0.080745,0.212293,0.111316,0.19793,0.140054,0.147816,0.098429,0.160327,0.161484,0.130321,0.16226,0.231144,0.202504,0.365002,0.429206,0.717077,0.810098,0.96964,1,0.911841,0.97048,0.739233,0.724928,0.697191,0.448281,0.511372,0.477332,0.502986,0.377413,0.38489,0.339951,0.406158,0.27617,0.33636,0.305074,0.252059,0.224693,0.224097,0.177342,0.227682,0.258071,0.154522,0.212878,0.11237,0.184281,0.152747,0.127289,0.143581,0.108241,0.106723,0.070201,0.07344,0.074544,0.045014,0.046253,0.029817,0.043993,0.006291,0.029372,0.031813,0.012052,0.018458,19,,,,,,,,,,,,,,,,,,,,,,,,,
71,A3b,990,2.290193,0.2,2.375255,2003-12-11_001_27,2003-12-11_001_26,1,0,1,0.2,-2.863542,-2.29,2003-12-11-FINAL-NO-Gasps-3,CONTROL,32.948158,17.075654,20.490785,17.267515,17.267515,0,18.85655,0,36.839815,65.608769,0,0,16.262528,33.684111,17.219147,32.59335,15.562621,34.202048,0,50.223291,0,0,44.751416,17.267515,0,16.176935,62.991906,17.766576,15.884329,15.966845,34.017475,32.063009,14.884347,13.939309,70.43374,80.764839,15.966845,99.134688,82.720234,32.447369,105.170952,71.066121,43.974705,65.668641,95.186101,95.232329,137.382956,150.745654,110.975633,212.341525,218.359311,232.617424,267.061809,328.777192,482.004527,457.5541,446.593928,484.050209,394.797478,479.028329,558.783659,495.153063,473.810823,430.862738,324.19655,362.022313,336.453307,305.163746,360.810599,210.455271,326.906341,211.863178,219.32007,176.450302,141.332678,96.374545,159.635753,161.67257,119.391558,109.574169,81.052291,119.884637,37.603697,84.127572,61.938399,24.532518,80.696505,0,45.699373,48.129292,8.307075,58.085106,25.350337,30.873854,24.788783,7.206607,23.201172,0,16.994149,16.78659,0.058964,0.030559,0.03667,0.030902,0.030902,0,0.033746,0,0.065929,0.117414,0,0,0.029103,0.060281,0.030815,0.058329,0.027851,0.061208,0,0.08988,0,0,0.080087,0.030902,0,0.02895,0.11273,0.031795,0.028427,0.028574,0.060878,0.05738,0.026637,0.024946,0.126048,0.144537,0.028574,0.177412,0.148036,0.058068,0.188214,0.12718,0.078697,0.117521,0.170345,0.170428,0.245861,0.269775,0.198602,0.380007,0.390776,0.416292,0.477934,0.58838,0.862596,0.818839,0.799225,0.866257,0.70653,0.85727,1,0.886127,0.847932,0.771073,0.580183,0.647876,0.602117,0.546121,0.645707,0.376631,0.585032,0.379151,0.392495,0.315776,0.252929,0.172472,0.285684,0.289329,0.213663,0.196094,0.145051,0.214546,0.067296,0.150555,0.110845,0.043903,0.144415,0,0.081784,0.086132,0.014866,0.103949,0.045367,0.055252,0.044362,0.012897,0.041521,0,0.030413,0.030041,19,,,,,,,,,,,,,,,,,,,,,,,,,
